timestamp,transfer,transfer_speed,bitrate,jitter,lost_total_datagrams,datagram_loss_percent
2024-04-10 20:39:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 20:43:41,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 20:49:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 20:53:41,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 20:59:41,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 21:03:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 21:09:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 21:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 21:19:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 21:23:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 21:29:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 21:33:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 21:39:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 21:43:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 21:49:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 21:53:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 21:59:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 22:03:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 22:09:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 22:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 22:23:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 22:29:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 22:33:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 22:43:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 22:49:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 22:53:41,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 22:59:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 23:03:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 23:09:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 23:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 23:23:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 23:29:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 23:33:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 23:39:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 23:43:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 23:53:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 23:59:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 00:03:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-11 00:09:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-11 00:13:42,119,MBytes,25.0,0.000,0/89285,0
